,T01 Wind Speed [m/s],T01 Air Density [kg/m^3], T01 Active Power [kW]
0,6.477046080521806,1.153,576.5171997821257
1,11.456808343395728,1.1689999999999998,2540.5034975017197
2,4.128258987876615,1.178,168.95791721339052
3,7.711687226479115,1.16,1122.574777258168
4,8.208595656555119,1.154,1274.2821716097765
5,10.136223707661973,1.156,2453.6388270075017
6,4.165776327504988,1.1649999999999998,117.88926600873486
7,10.211580811684946,1.168,2478.279102310661
8,6.322732098020012,1.1789999999999998,708.5043349486152
9,6.602194073154768,1.1769999999999998,822.6979755329394
10,13.299986239635194,1.153,2550.0
11,5.871101632344569,1.137,480.84703065888186
12,6.877764070925731,1.161,744.2355499909078
13,2.893211720619966,1.154,8.62158258578296
14,8.404830809866684,1.182,1652.7341750326318
15,11.158077439940598,1.1809999999999998,2519.6042810577633
16,8.207335033435763,1.182,1426.9130312203483
17,10.359655503637564,1.137,2449.1779784754362
18,11.713027716167714,1.17,2543.16176468086
19,10.89593828178961,1.162,2506.690884850395
20,3.247634322499054,1.1829999999999998,45.94275592540785
21,7.411670819501681,1.141,1099.3095405061474
22,4.2031260215783615,1.172,150.86022423857014
23,1.1834688896053396,1.147,0.0
24,4.006187454116129,1.156,105.2399038442878
25,12.940852205665564,1.1789999999999998,2550.0
26,10.24088460074751,1.159,2369.7307922972345
27,9.223814277525252,1.1809999999999998,2168.4996944254335
28,18.69959201860957,1.156,2550.0000000000005
29,6.3234675281512525,1.172,653.4730147116943
30,8.138840581019156,1.162,1483.1265236870704
31,9.298049591294118,1.166,1897.7866731396377
32,5.890630580319825,1.139,510.22776153843046
33,12.678393579531463,1.147,2549.5482415240094
34,6.463303249002814,1.168,593.0202129518208
35,7.643125121299612,1.16,1207.1714460660917
36,7.275547060531102,1.155,1041.841226723271
37,9.514157554679402,1.156,2229.7759194758846
38,4.590566551725834,1.151,169.3474014180139
39,5.703973329134975,1.149,417.02341170901445
40,6.975956424054999,1.174,851.1342836826859
41,10.236668423476754,1.143,2345.3999071154335
42,7.751047657195429,1.156,1180.5398000837083
43,12.793287017614725,1.1629999999999998,2549.941148006918
44,19.328481691439276,1.143,2550.0000000000005
45,6.942472157539421,1.155,781.2174864498305
46,12.16248717276482,1.17,2549.099139354582
47,8.639561164988837,1.155,1472.255117867191
48,10.017809294427053,1.154,2291.1255945535863
49,6.388644653246425,1.138,674.1474765381516
50,1.7115798453733735,1.1789999999999998,0.0
51,13.63879249575168,1.1769999999999998,2550.0
52,5.2782432800742525,1.1629999999999998,292.2070188024725
53,2.64822344892161,1.159,0.0
54,8.740500989494606,1.143,1514.9086152368068
55,3.4786979073153734,1.147,65.53913186717114
56,9.40347939459145,1.1789999999999998,2216.9207040239744
57,11.59417141874295,1.1809999999999998,2544.612484551588
58,12.16516357854435,1.151,2546.189600192103
59,5.723465517344144,1.15,504.08092763847014
60,5.804499913133006,1.14,465.2138727232473
61,9.860644622014004,1.14,2370.325427869634
62,8.835344985880026,1.14,1638.8589672874075
63,9.0569429047615,1.1809999999999998,1935.229871357148
64,5.612076328653535,1.14,436.8878573319802
65,10.384056137940384,1.1629999999999998,2464.4579054499973
66,8.407121321203178,1.147,1549.697098779166
67,15.988917957503315,1.14,2550.0
68,1.9076209532133337,1.17,0.0
69,11.465354248576677,1.153,2523.2689592648426
70,9.3288757954391,1.176,1872.8965136349998
71,3.114758374789555,1.156,56.69544198332088
72,3.245264731985963,1.168,57.43116781290338
73,15.172187021289616,1.166,2549.9999999999995
74,10.03866646403463,1.17,2392.950189681201
75,2.203570107138499,1.153,0.0
76,9.382960435241856,1.158,1937.7307600500349
77,4.078201981175907,1.164,126.28418373713332
78,4.741425539163709,1.138,243.93668663637862
79,6.206201244256329,1.157,523.854641186422
80,4.895769979743951,1.159,234.98936186190087
81,7.886881376138121,1.1829999999999998,1337.6070295142335
82,11.862706207884663,1.137,2546.4047716523196
83,4.942888516234683,1.1769999999999998,249.61922406911987
84,4.824921446418284,1.157,219.93914407904822
85,6.667493954722115,1.178,649.0990530393248
86,11.943992999988016,1.161,2543.2354627909954
87,4.770872953683834,1.168,247.5625585522657
88,9.276710040308316,1.141,2055.3470497461863
89,10.082004862683414,1.164,2464.094279196768
90,11.035455760476431,1.14,2497.967331268362
91,8.447989607216057,1.138,1416.7226713219484
92,1.5713161933687367,1.149,0.0
93,1.1847383347358134,1.141,0.0
94,17.23677373218669,1.143,2550.0000000000005
95,6.660931017500061,1.186,749.9182578489161
96,10.109833407070374,1.1849999999999998,2384.9408492992807
97,17.744171717160405,1.172,2550.0
98,5.0226179508284865,1.176,349.9165648967926
99,7.824604527557728,1.143,1272.5234976025126
100,5.897127962506823,1.184,495.88526840832657
101,9.458456880030038,1.174,2037.4678949809697
102,1.1753850436356412,1.152,0.0
103,5.63079758968637,1.161,487.84205605829163
104,3.9396213995123075,1.172,96.34150433678684
105,7.211635830389111,1.17,1050.653194923038
106,6.661608956443259,1.1669999999999998,694.4493470956825
107,6.25257174425319,1.159,539.4976040374335
108,12.323075009469065,1.1649999999999998,2549.0043250481235
109,6.366522015126414,1.1849999999999998,604.1469848785722
110,5.742645034907737,1.151,411.9974654814667
111,6.216311523634271,1.148,514.1495327656485
112,11.882313125676493,1.142,2542.47859666312
113,10.319222861560327,1.178,2496.5314561421997
114,9.82561215521748,1.153,2330.5646934895053
115,6.978798501364513,1.174,818.8870779930398
116,11.297612687118905,1.1829999999999998,2530.8636789906604
117,18.462216992078755,1.178,2550.0
118,6.750617654345168,1.15,728.2268858586456
119,6.912009684352068,1.1749999999999998,743.8770861678397
120,10.161739664885381,1.159,2473.0001484969684
121,15.965427127277287,1.182,2550.0
122,12.897377802470025,1.1789999999999998,2550.0
123,3.232986773359569,1.1649999999999998,65.19931063085674
124,10.17960985086448,1.161,2477.4899181750798
125,7.88020311267401,1.166,1355.6672255352203
126,5.843970491146159,1.147,502.1250717551992
127,13.998115542161523,1.1809999999999998,2550.0
128,6.791113857256039,1.148,860.6636201692552
129,4.583940949969237,1.153,174.5548321766536
130,8.917481835611609,1.146,1799.3101801977077
131,12.597425458296371,1.142,2549.38451767742
132,6.21067611052374,1.139,526.6001376348297
133,5.951041812164497,1.158,458.24549350016446
134,9.966808589342502,1.153,2269.3751252061084
135,2.93031957003369,1.1649999999999998,39.18204899081595
136,10.560962216901988,1.1649999999999998,2487.265611664253
137,12.698967430044735,1.1649999999999998,2549.3901389305
138,12.432767240403473,1.153,2548.3694966704625
139,6.226579947709962,1.1629999999999998,518.779702968635
140,7.0569795034312675,1.1669999999999998,979.6827017590265
141,12.55928905270135,1.151,2549.6933470740455
142,14.582978205103949,1.1709999999999998,2550.0
143,5.85649058665474,1.144,472.47288622417113
144,7.472232207246147,1.1729999999999998,1028.3490740602917
145,7.8864043959236,1.161,1132.1905136918394
146,4.997825491052831,1.145,278.85654823440905
147,3.8964089659310552,1.141,104.41124290791225
148,7.805109811955495,1.1629999999999998,1203.3638834388769
149,4.5625562330419065,1.1629999999999998,258.28960336071725
150,8.345331573868167,1.154,1504.4105844031194
151,5.7752372503679945,1.178,536.483693593577
152,10.357316535085568,1.14,2430.356598458329
153,11.798613388121321,1.157,2547.632194748178
154,7.927978577843452,1.168,1168.433208616183
155,5.037287077179314,1.153,323.7308577458055
156,9.269780579284525,1.1689999999999998,2077.9783977984707
157,10.319937828624616,1.138,2417.251282841138
158,4.238649092548139,1.172,144.28339335937994
159,8.156469123025639,1.186,1432.5317406679787
160,3.7121189032379145,1.157,79.81843502249579
161,3.3285711534379323,1.146,54.19705951936774
162,5.64932560393788,1.1769999999999998,478.50700683638706
163,13.710017285424124,1.157,2550.0
164,4.470081380806926,1.1749999999999998,238.71497094796143
165,5.418748992594395,1.1709999999999998,396.938100579511
166,5.36423832205801,1.153,345.8179842812893
167,4.517323741488228,1.16,240.19405565339756
168,12.815252203224809,1.182,2550.0
169,6.04802653300658,1.157,459.0879078815204
170,9.091581513777768,1.1769999999999998,2107.164513660612
171,15.66344621723429,1.172,2550.0
172,3.6876733229893053,1.158,94.52399181644566
173,9.122422910895631,1.16,1737.6980237683877
174,4.994480134099116,1.178,274.24313434964137
175,6.87616732584153,1.155,882.4664848038906
176,11.497670135048455,1.14,2531.6058656391942
177,10.347975246752323,1.1729999999999998,2496.8952157932717
178,15.20262820994068,1.149,2550.0
179,6.1955392987355085,1.137,627.9379975727956
180,7.0035055873472025,1.141,785.3332706699632
181,3.3598567335160765,1.145,76.12683768877469
182,5.383771529757188,1.147,376.1445939789214
183,6.381635679672572,1.1829999999999998,697.4491185169884
184,13.774229562685337,1.159,2550.0
185,6.3816890090395555,1.155,685.9926296387503
186,6.030338787091907,1.138,503.6503299543636
187,5.936514948581089,1.1829999999999998,438.1630338052029
188,6.680337375318247,1.16,683.1381019503431
189,8.891664699210656,1.1729999999999998,1809.9028934193898
190,5.078590103596229,1.1749999999999998,306.1242013505964
191,11.780844685141496,1.153,2538.7737706853795
192,10.036662484636247,1.164,2401.540471547598
193,9.669907619610026,1.172,2122.270099710677
194,4.756615208293687,1.1689999999999998,228.5608931588461
195,10.445718379671167,1.168,2484.684691305979
196,5.415267781019767,1.15,347.02157302548704
197,13.114593528684857,1.143,2549.882512886766
198,6.7433029381269805,1.1829999999999998,725.5489751997912
199,5.422837010064456,1.145,357.722732988326
200,13.32657526580427,1.1709999999999998,2550.0
201,6.233123747422843,1.1709999999999998,545.8063680261454
202,8.762258485605825,1.186,1761.5467596959002
203,11.234435335181638,1.1709999999999998,2523.4648515872886
204,3.1515701643302316,1.151,43.275375251376175
205,9.47454323166162,1.15,2050.017676778916
206,5.561097409373155,1.1749999999999998,398.35978103538463
207,7.3728619143111445,1.157,926.7322227388049
208,13.890108766949613,1.1789999999999998,2550.0
209,2.895414762390477,1.156,47.97525671468212
210,13.856531908510364,1.142,2550.0
211,12.220713624264063,1.141,2547.4588785527317
212,4.566008340192136,1.1749999999999998,200.94398151935388
